	TrackID: 	01
	ArbritaryUnit	Time	Deformation	Intensity	IntensitySec	Distance-Deformation
	1273	1	0.001	384.667	384.667	520.402
	1273	2	0.002	423.931	423.931	526.315
	1274	1	0.001	387.289	387.289	521.014
	1274	2	0.002	424.491	424.491	527.071
	1275	1	0.001	389.937	389.937	521.632
	1275	2	0.002	425.22	425.22	527.833
	1276	1	0.001	392.516	392.516	522.258
	1276	2	0.002	426.126	426.126	528.602
	1277	1	0.001	394.906	394.906	522.891
	1277	2	0.002	427.088	427.088	529.378
	1278	1	0.001	397.176	397.176	523.53
	1278	2	0.002	428.264	428.264	530.16
	1279	1	0.001	399.327	399.327	524.177
	1279	2	0.002	429.497	429.497	530.948
	1280	1	0.001	401.164	401.164	524.83
	1280	2	0.002	430.648	430.648	531.743
	1281	1	0.001	402.811	402.811	525.49
	1281	2	0.002	431.535	431.535	532.544
	1282	1	0.001	404.409	404.409	526.156
	1282	2	0.002	429.447	429.447	531.523
	1283	1	0.002	406.088	406.088	526.83
	1283	2	0.002	429.365	429.365	532.34
	1284	1	0.002	407.66	407.66	527.51
	1284	2	0.002	428.943	428.943	533.162
	1285	1	0.002	409.226	409.226	528.197
	1285	2	0.002	428.245	428.245	533.991
	1286	1	0.002	410.742	410.742	528.891
	1286	2	0.002	427.082	427.082	534.826
	1287	1	0.002	412.252	412.252	529.591
	1287	2	0.002	425.415	425.415	535.667
	1288	1	0.002	413.761	413.761	530.297
	1288	2	0.002	423.453	423.453	536.515
	1289	1	0.002	415.226	415.226	531.011
	1289	2	0.002	421.302	421.302	537.368
	1290	1	0.002	416.642	416.642	531.731
	1290	2	0.002	419.201	419.201	538.228
	1291	1	0.002	417.987	417.987	532.457
	1291	2	0.002	417.038	417.038	539.093
	1292	1	0.002	419.226	419.226	533.19
	1292	2	0.002	414.981	414.981	539.965
	1293	1	0.002	420.497	420.497	533.93
	1293	2	0.002	413.226	413.226	540.842
	1294	1	0.002	421.874	421.874	534.676
	1294	2	0.002	411.755	411.755	541.726
	1295	1	0.002	423.182	423.182	535.428
	1295	2	0.002	405.434	405.434	540.826
	1296	1	0.002	424.522	424.522	536.187
	1296	2	0.002	405.239	405.239	541.724
	1297	1	0.002	426.006	426.006	536.952
	1297	2	0.002	399.428	399.428	539.94
	1298	1	0.002	427.497	427.497	537.724
	1298	2	0.002	393.975	393.975	539.067
	1299	1	0.002	428.969	428.969	538.502
	1299	2	0.002	389.447	389.447	538.207
	1300	1	0.002	430.201	430.201	539.286
	1300	2	0.002	385.843	385.843	537.361
	1301	1	0.002	430.836	430.836	540.076
	1301	2	0.002	383.182	383.182	536.529
	1302	1	0.002	431.138	431.138	540.873
	1302	2	0.002	386.654	386.654	537.472
	1303	1	0.002	431.013	431.013	541.676
	1303	2	0.002	390.34	390.34	538.42
	1304	1	0.002	430.327	430.327	542.485
	1304	2	0.002	393.899	393.899	539.374
	1305	1	0.002	429.233	429.233	543.3
	1305	2	0.002	397.283	397.283	540.334
	1306	1	0.002	427.786	427.786	544.122
	1306	2	0.002	400.39	400.39	541.3
	1307	1	0.002	426.082	426.082	544.949
	1307	2	0.002	403.12	403.12	542.271
	1308	1	0.002	424.283	424.283	545.783
	1308	2	0.002	405.358	405.358	543.248
	1309	1	0.002	422.233	422.233	546.622
	1309	2	0.002	407.201	407.201	544.231
	1310	1	0.002	420.063	420.063	547.468
	1310	2	0.002	408.692	408.692	545.219
	1311	1	0.002	417.937	417.937	548.319
	1311	2	0.002	409.811	409.811	546.212
	1312	1	0.002	415.937	415.937	549.177
	1312	2	0.002	410.761	410.761	547.212
	1313	1	0.002	413.925	413.925	550.04
	1313	2	0.002	411.258	411.258	548.216
	1314	1	0.002	411.937	411.937	550.91
	1314	2	0.002	411.365	411.365	549.226
	1315	1	0.002	410.006	410.006	551.785
	1315	2	0.002	411.05	411.05	550.242
	1316	1	0.002	408.371	408.371	552.666
	1316	2	0.002	410.396	410.396	551.263
	1317	1	0.002	407.101	407.101	553.553
	1317	2	0.002	409.182	409.182	552.289
	1318	1	0.002	406.302	406.302	554.446
	1318	2	0.002	407.635	407.635	553.32
	1319	1	0.002	405.755	405.755	555.344
	1319	2	0.002	405.761	405.761	554.357
	1320	1	0.002	405.73	405.73	556.249
	1320	2	0.002	403.654	403.654	555.399
	1321	1	0.002	406.151	406.151	557.159
	1321	2	0.002	401.314	401.314	556.447
	1322	1	0.002	407.145	407.145	558.074
	1322	2	0.002	398.987	398.987	557.499
	1323	1	0.002	408.547	408.547	558.995
	1323	2	0.002	396.604	396.604	558.557
	1324	1	0.002	410.214	410.214	559.922
	1324	2	0.002	394.308	394.308	559.62
	1325	1	0.002	412.107	412.107	560.855
	1325	2	0.002	392.063	392.063	560.688
	1326	1	0.002	414.138	414.138	561.793
	1326	2	0.002	389.994	389.994	561.761
	1327	1	0.002	416.164	416.164	562.737
	1327	2	0.002	388.038	388.038	562.839
	1328	1	0.002	418.358	418.358	563.686
	1328	2	0.002	386.453	386.453	563.922
	1329	1	0.002	420.528	420.528	566.397
	1329	2	0.002	385.145	385.145	565.01
	1330	1	0.002	422.642	422.642	567.354
	1330	2	0.002	384.252	384.252	566.103
	1331	1	0.002	424.818	424.818	568.317
	1331	2	0.002	383.572	383.572	567.202
	1332	1	0.002	427.006	427.006	569.285
	1332	2	0.002	383.371	383.371	568.305
	1333	1	0.002	429.088	429.088	570.258
	1333	2	0.002	383.403	383.403	569.412
	1334	1	0.002	430.962	430.962	571.237
	1334	2	0.002	383.736	383.736	570.525
	1335	1	0.002	432.528	432.528	572.221
	1335	2	0.002	384.346	384.346	571.643
	1336	1	0.002	433.83	433.83	573.21
	1336	2	0.002	385.013	385.013	572.765
	1337	1	0.002	434.642	434.642	574.205
	1337	2	0.002	385.491	385.491	573.892
	1338	1	0.002	434.78	434.78	575.205
	1338	2	0.002	385.962	385.962	575.024
	1339	1	0.002	434.396	434.396	576.21
	1339	2	0.002	386.226	386.226	576.161
	1340	1	0.002	433.528	433.528	577.22
	1340	2	0.002	386.296	386.296	577.302
	1341	1	0.002	432.145	432.145	578.235
	1341	2	0.002	385.981	385.981	578.448
	1342	1	0.002	430.358	430.358	579.255
	1342	2	0.002	385.491	385.491	579.599
	1343	1	0.002	428.308	428.308	580.281
	1343	2	0.002	384.654	384.654	580.754
	1344	1	0.002	426.006	426.006	581.312
	1344	2	0.002	388.597	388.597	583.543
	1345	1	0.002	423.503	423.503	582.347
	1345	2	0.002	386.906	386.906	584.704
	1346	1	0.002	420.962	420.962	583.388
	1346	2	0.002	388.22	388.22	587.494
	1347	1	0.002	418.421	418.421	584.434
	1347	2	0.002	385.868	385.868	588.661
	1348	1	0.002	415.855	415.855	585.484
	1348	2	0.002	384.277	384.277	591.453
	1349	1	0.002	413.421	413.421	586.54
	1349	2	0.002	380.17	380.17	594.246
	1350	1	0.002	411.075	411.075	587.6
	1350	2	0.002	376.692	376.692	595.419
	1351	1	0.002	408.899	408.899	588.666
	1351	2	0.002	373.082	373.082	596.598
	1352	1	0.002	406.956	406.956	589.736
	1352	2	0.003	369.371	369.371	597.78
	1353	1	0.002	405.126	405.126	590.811
	1353	2	0.003	365.711	365.711	598.967
	1354	1	0.002	403.283	403.283	591.891
	1354	2	0.003	362.157	362.157	600.159
	1355	1	0.002	401.547	401.547	592.975
	1355	2	0.003	358.774	358.774	601.354
	1356	1	0.002	399.937	399.937	594.065
	1356	2	0.003	359.918	359.918	600.957
	1357	1	0.002	398.478	398.478	595.159
	1357	2	0.003	357.61	357.61	602.164
	1358	1	0.002	397.05	397.05	596.258
	1358	2	0.003	355.642	355.642	603.375
	1359	1	0.002	400.711	400.711	595.696
	1359	2	0.003	353.962	353.962	604.591
	1360	1	0.002	399.667	399.667	596.807
	1360	2	0.003	352.585	352.585	605.811
	1361	1	0.002	398.61	398.61	597.923
	1361	2	0.003	351.547	351.547	607.035
	1362	1	0.002	397.453	397.453	599.043
	1362	2	0.003	350.912	350.912	608.263
	1363	1	0.002	396.327	396.327	600.168
	1363	2	0.003	350.635	350.635	609.495
	1364	1	0.002	395.157	395.157	601.298
	1364	2	0.003	350.472	350.472	610.731
	1365	1	0.002	393.799	393.799	602.432
	1365	2	0.003	350.478	350.478	611.971
	1366	1	0.002	397.421	397.421	601.929
	1366	2	0.003	350.654	350.654	613.216
	1367	1	0.002	396.082	396.082	603.075
	1367	2	0.003	351.006	351.006	614.464
	1368	1	0.002	394.516	394.516	604.226
	1368	2	0.003	351.377	351.377	615.716
	1369	1	0.002	392.717	392.717	605.381
	1369	2	0.003	351.774	351.774	616.972
	1370	1	0.002	390.925	390.925	606.54
	1370	2	0.003	352.113	352.113	618.233
	1371	1	0.002	388.95	388.95	607.704
	1371	2	0.003	352.283	352.283	619.497
	1372	1	0.002	391.478	391.478	607.252
	1372	2	0.003	352.491	352.491	620.764
	1373	1	0.002	389.572	389.572	608.427
	1373	2	0.003	360.031	360.031	620.495
	1374	1	0.002	387.365	387.365	609.607
	1374	2	0.003	360.447	360.447	621.774
	1375	1	0.002	385.038	385.038	610.791
	1375	2	0.003	360.774	360.774	623.057
	1376	1	0.002	382.478	382.478	611.98
	1376	2	0.003	361	361	624.343
	1377	1	0.002	379.774	379.774	613.172
	1377	2	0.003	361.22	361.22	625.633
	1378	1	0.002	376.818	376.818	614.369
	1378	2	0.003	369.937	369.937	625.404
	1379	1	0.002	373.597	373.597	615.57
	1379	2	0.003	370.509	370.509	626.705
	1380	1	0.002	375.962	375.962	615.182
	1380	2	0.003	370.981	370.981	628.009
	1381	1	0.002	372.937	372.937	616.394
	1381	2	0.003	371.472	371.472	629.317
	1382	1	0.002	369.686	369.686	617.611
	1382	2	0.003	380.874	380.874	629.122
	1383	1	0.002	366.189	366.189	618.831
	1383	2	0.003	381.711	381.711	630.44
	1384	1	0.002	362.553	362.553	620.056
	1384	2	0.003	382.623	382.623	631.762
	1385	1	0.002	358.805	358.805	621.285
	1385	2	0.003	383.44	383.44	633.087
	1386	1	0.002	355.019	355.019	622.517
	1386	2	0.003	384.283	384.283	634.416
	1387	1	0.002	358.094	358.094	622.185
	1387	2	0.003	393.805	393.805	634.26
	1388	1	0.002	354.566	354.566	623.429
	1388	2	0.003	394.27	394.27	635.599
	1389	1	0.002	351.082	351.082	624.676
	1389	2	0.003	402.063	402.063	635.463
	1390	1	0.002	347.698	347.698	625.928
	1390	2	0.003	401.346	401.346	636.812
	1391	1	0.002	344.516	344.516	627.183
	1391	2	0.003	399.962	399.962	638.164
	1392	1	0.002	341.597	341.597	628.442
	1392	2	0.003	403.528	403.528	638.053
	1393	1	0.002	338.836	338.836	629.705
	1393	2	0.003	400.34	400.34	639.415
	1394	1	0.002	336.44	336.44	630.972
	1394	2	0.003	396.604	396.604	640.781
	1395	1	0.002	343.447	343.447	629.428
	1395	2	0.003	392.566	392.566	642.15
	1396	1	0.002	349.855	349.855	627.885
	1396	2	0.003	388.384	388.384	643.523
	1397	1	0.002	355.591	355.591	626.346
	1397	2	0.003	384.327	384.327	644.898
	1398	1	0.002	360.792	360.792	624.809
	1398	2	0.003	385.182	385.182	644.832
	1399	1	0.002	365.308	365.308	623.275
	1399	2	0.003	382.384	382.384	646.217
	1400	1	0.002	367.931	367.931	623.032
	1400	2	0.003	379.899	379.899	647.606
	1401	1	0.002	366.591	366.591	624.326
	1401	2	0.003	377.95	377.95	648.997
	1402	1	0.002	365.61	365.61	625.623
	1402	2	0.003	376.314	376.314	650.392
	1403	1	0.002	364.572	364.572	626.923
	1403	2	0.003	381.069	381.069	650.363
	1404	1	0.002	363.786	363.786	628.228
	1404	2	0.003	380.396	380.396	651.767
	1405	1	0.002	363.057	363.057	629.536
	1405	2	0.003	379.629	379.629	653.175
	1406	1	0.002	362.333	362.333	630.847
	1406	2	0.003	378.704	378.704	654.585
	1407	1	0.002	361.61	361.61	632.163
	1407	2	0.003	384.755	384.755	654.587
	1408	1	0.002	360.994	360.994	633.481
	1408	2	0.003	383.981	383.981	656.006
	1409	1	0.002	360.465	360.465	634.804
	1409	2	0.003	383	383	657.429
	1410	1	0.002	359.975	359.975	636.13
	1410	2	0.003	389.818	389.818	657.455
	1411	1	0.002	359.358	359.358	637.459
	1411	2	0.003	389.226	389.226	658.886
	1412	1	0.002	358.849	358.849	638.792
	1412	2	0.003	396.333	396.333	658.93
	1413	1	0.002	358.44	358.44	640.128
	1413	2	0.003	395.931	395.931	660.371
	1414	1	0.002	358.063	358.063	641.468
	1414	2	0.003	394.994	394.994	661.814
	1415	1	0.002	357.648	357.648	642.812
	1415	2	0.003	393.27	393.27	663.261
	1416	1	0.002	357.403	357.403	644.158
	1416	2	0.003	390.843	390.843	664.71
	1417	1	0.002	357.252	357.252	645.508
	1417	2	0.003	387.541	387.541	666.162
	1418	1	0.002	357.063	357.063	646.862
	1418	2	0.003	393.22	393.22	666.247
	1419	1	0.002	356.786	356.786	648.219
	1419	2	0.003	388.73	388.73	667.708
	1420	1	0.002	356.572	356.572	649.579
	1420	2	0.003	383.673	383.673	669.172
	1421	1	0.002	356.358	356.358	650.942
	1421	2	0.003	387.094	387.094	669.281
	1422	1	0.002	356.226	356.226	652.309
	1422	2	0.003	381.396	381.396	670.753
	1423	1	0.002	363.849	363.849	652.225
	1423	2	0.003	375.44	375.44	672.227
	1424	1	0.002	364.258	364.258	653.601
	1424	2	0.003	369.377	369.377	673.705
	1425	1	0.002	365.013	365.013	654.98
	1425	2	0.003	371.899	371.899	673.843
	1426	1	0.002	365.969	365.969	656.363
	1426	2	0.003	365.629	365.629	675.329
	1427	1	0.002	367.113	367.113	657.749
	1427	2	0.003	366.981	366.981	675.484
	1428	1	0.002	368.459	368.459	659.138
	1428	2	0.003	367.164	367.164	675.651
	1429	1	0.002	378.855	378.855	659.097
	1429	2	0.003	360.906	360.906	677.151
	1430	1	0.002	380.604	380.604	660.495
	1430	2	0.003	354.572	354.572	678.653
	1431	1	0.002	382.094	382.094	661.897
	1431	2	0.003	348.208	348.208	680.158
	1432	1	0.002	383.157	383.157	663.301
	1432	2	0.003	347.478	347.478	680.353
	1433	1	0.002	383.553	383.553	664.709
	1433	2	0.003	341.296	341.296	681.866
	1434	1	0.002	393.654	393.654	664.704
	1434	2	0.003	335.006	335.006	683.381
	1435	1	0.002	393.057	393.057	666.121
	1435	2	0.003	334.063	334.063	683.599
	1436	1	0.002	391.824	391.824	667.54
	1436	2	0.003	328.145	328.145	685.122
	1437	1	0.002	399.981	399.981	667.56
	1437	2	0.003	322.113	322.113	686.647
	1438	1	0.002	397.629	397.629	668.988
	1438	2	0.003	316.031	316.031	688.175
	1439	1	0.002	394.642	394.642	670.42
	1439	2	0.003	315.447	315.447	688.421
	1440	1	0.002	391.132	391.132	671.854
	1440	2	0.003	320.597	320.597	687.139
	1441	1	0.002	396.918	396.918	671.903
	1441	2	0.004	314.912	314.912	688.678
	1442	1	0.002	392.761	392.761	673.346
	1442	2	0.004	309.088	309.088	690.218
	1443	1	0.002	396.849	396.849	673.413
	1443	2	0.004	303.27	303.27	691.761
	1444	1	0.002	392.308	392.308	674.865
	1444	2	0.004	291.83	291.83	694.855
	1445	1	0.002	387.289	387.289	676.319
	1445	2	0.004	320.88	320.88	650.809
	1446	1	0.002	390.44	390.44	676.409
	1446	2	0.004	316.635	316.635	649.546
	1447	1	0.002	384.975	384.975	677.872
	1447	2	0.004	312.862	312.862	648.287
	1448	1	0.002	379.126	379.126	679.338
	1448	2	0.004	309.459	309.459	647.031
	1449	1	0.002	372.774	372.774	680.806
	1449	2	0.004	306.66	306.66	645.78
	1450	1	0.002	366.201	366.201	682.277
	1450	2	0.004	304.453	304.453	644.532
	1451	1	0.002	369.503	369.503	682.402
	1451	2	0.004	302.95	302.95	643.287
	1452	1	0.002	362.931	362.931	683.881
	1452	2	0.004	302.17	302.17	642.047
	1453	1	0.002	356.277	356.277	685.363
	1453	2	0.004	302.138	302.138	640.81
	1454	1	0.002	349.692	349.692	686.848
	1454	2	0.004	302.805	302.805	639.577
	1455	1	0.002	343.145	343.145	688.335
	1455	2	0.004	304.245	304.245	638.349
	1456	1	0.002	347.679	347.679	688.494
	1456	2	0.004	306.352	306.352	637.124
	1457	1	0.002	341.497	341.497	689.989
	1457	2	0.004	309.101	309.101	635.903
	1458	1	0.002	345.862	345.862	690.164
	1458	2	0.004	312.195	312.195	634.685
	1459	1	0.002	349.918	349.918	690.351
	1459	2	0.004	315.805	315.805	633.472
	1460	1	0.002	344.044	344.044	691.86
	1460	2	0.004	319.566	319.566	632.263
	1461	1	0.002	338.245	338.245	693.371
	1461	2	0.004	323.346	323.346	631.058
	1462	1	0.002	332.484	332.484	694.884
	1462	2	0.004	327.195	327.195	629.857
	1463	1	0.002	337.358	337.358	695.099
	1463	2	0.004	330.937	330.937	628.66
	1464	1	0.002	332.044	332.044	696.62
	1464	2	0.004	334.491	334.491	627.467
	1465	1	0.003	326.925	326.925	698.144
	1465	2	0.004	337.698	337.698	626.279
	1466	1	0.003	332.836	332.836	698.38
	1466	2	0.004	340.56	340.56	625.094
	1467	1	0.003	328.509	328.509	699.912
	1467	2	0.004	342.981	342.981	623.913
	1468	1	0.003	324.314	324.314	701.445
	1468	2	0.004	344.66	344.66	622.737
	1469	1	0.003	320.314	320.314	702.981
	1469	2	0.004	345.629	345.629	621.565
	1470	1	0.003	327.925	327.925	703.244
	1470	2	0.004	346.025	346.025	620.397
	1471	1	0.003	324.252	324.252	704.788
	1471	2	0.004	345.811	345.811	619.234
	1472	1	0.003	320.478	320.478	706.333
	1472	2	0.004	344.792	344.792	618.074
	1473	1	0.003	316.44	316.44	707.881
	1473	2	0.004	343.031	343.031	616.919
	1474	1	0.003	324.226	324.226	708.171
	1474	2	0.004	340.73	340.73	615.769
	1475	1	0.003	319.66	319.66	709.726
	1475	2	0.004	337.642	337.642	614.622
	1476	1	0.003	326.522	326.522	710.032
	1476	2	0.004	333.805	333.805	613.48
	1477	1	0.003	321.459	321.459	711.595
	1477	2	0.004	326.101	326.101	613.991
	1478	1	0.003	315.95	315.95	713.159
	1478	2	0.004	322.522	322.522	615.64
	1479	1	0.003	321.214	321.214	713.486
	1479	2	0.004	318.503	318.503	617.292
	1480	1	0.003	315.126	315.126	715.058
	1480	2	0.004	308.786	308.786	617.825
	1481	1	0.003	318.836	318.836	715.4
	1481	2	0.004	298.824	298.824	618.37
	1482	1	0.003	321.459	321.459	715.754
	1482	2	0.004	293.767	293.767	617.261
	1483	1	0.003	314.855	314.855	717.337
	1483	2	0.004	285.327	285.327	617.826
	1484	1	0.003	316.302	316.302	717.707
	1484	2	0.004	281.698	281.698	616.729
	1485	1	0.003	309.723	309.723	719.297
	1485	2	0.004	276.497	276.497	617.314
	1486	1	0.003	310.522	310.522	719.682
	1486	2	0.004	274.371	274.371	618.994
	1487	1	0.003	304.327	304.327	721.279
	1487	2	0.004	272.403	272.403	620.675
	1488	1	0.003	304.994	304.994	721.68
	1488	2	0.004	270.365	270.365	622.359
	1489	1	0.003	299.245	299.245	723.283
	1489	2	0.004	268.434	268.434	624.044
	1490	1	0.003	300.132	300.132	723.7
	1490	2	0.004	266.459	266.459	625.731
	1491	1	0.003	301.013	301.013	724.126
	1491	2	0.004	264.484	264.484	627.42
	1492	1	0.003	296.918	296.918	725.741
	1492	2	0.004	262.377	262.377	629.111
	1493	1	0.003	301.786	301.786	724.564
	1493	2	0.004	260.182	260.182	630.803
	1494	1	0.003	305.836	305.836	723.391
	1494	2	0.004	257.943	257.943	632.498
	1495	1	0.003	309.019	309.019	722.221
	1495	2	0.004	255.736	255.736	634.194
	1496	1	0.003	311.484	311.484	721.055
	1496	2	0.004	253.44	253.44	635.892
	1497	1	0.003	313.233	313.233	719.893
	1497	2	0.004	250.918	250.918	637.591
	1498	1	0.003	314.44	314.44	718.734
	1498	2	0.004	248.358	248.358	639.293
	1499	1	0.003	315.063	315.063	717.579
	1499	2	0.004	245.704	245.704	640.996
	1500	1	0.003	315.283	315.283	716.428
	1500	2	0.004	242.95	242.95	642.701
	1501	1	0.003	315.044	315.044	715.28
	1501	2	0.004	240.421	240.421	644.407
	1502	1	0.003	314.497	314.497	714.136
	1502	2	0.004	238.113	238.113	646.115
	1503	1	0.003	313.572	313.572	712.996
	1503	2	0.004	236.22	236.22	647.825
	1504	1	0.003	312.528	312.528	711.86
	1504	2	0.004	234.572	234.572	649.537
	1505	1	0.003	311.453	311.453	710.728
	1505	2	0.004	233.465	233.465	651.25
	1506	1	0.003	310.138	310.138	709.599
	1506	2	0.004	232.698	232.698	652.965
	1507	1	0.003	308.572	308.572	708.474
	1507	2	0.004	232.39	232.39	654.681
	1508	1	0.003	307.006	307.006	707.353
	1508	2	0.004	232.352	232.352	656.399
	1509	1	0.003	305.233	305.233	706.236
	1509	2	0.004	232.415	232.415	658.119
	1510	1	0.003	303.346	303.346	705.123
	1510	2	0.004	232.623	232.623	659.84
	1511	1	0.003	301.308	301.308	704.014
	1511	2	0.004	232.673	232.673	661.563
	1512	1	0.003	299.113	299.113	702.909
	1512	2	0.004	232.535	232.535	663.287
	1513	1	0.003	296.736	296.736	701.807
	1513	2	0.004	232.189	232.189	665.013
	1514	1	0.003	294.195	294.195	700.71
	1514	2	0.004	231.679	231.679	666.74
	1515	1	0.003	291.434	291.434	699.617
	1515	2	0.004	230.761	230.761	668.469
	1516	1	0.003	288.201	288.201	698.528
	1516	2	0.004	229.516	229.516	670.2
	1517	1	0.003	284.61	284.61	697.442
	1517	2	0.004	228.044	228.044	671.932
	1518	1	0.003	276.226	276.226	695.284
	1518	2	0.004	224.358	224.358	675.4
	1519	1	0.003	271.535	271.535	694.211
	1519	2	0.004	222.333	222.333	677.136
	1520	1	0.003	266.61	266.61	693.142
	1520	2	0.004	220.579	220.579	678.874
	1521	1	0.003	261.61	261.61	692.077
	1521	2	0.004	219.189	219.189	680.613
	1522	1	0.003	256.786	256.786	691.017
	1522	2	0.004	218.214	218.214	682.354
	1523	1	0.003	252.195	252.195	689.96
	1523	2	0.004	218.006	218.006	684.096
	1524	1	0.003	247.937	247.937	688.908
	1524	2	0.004	218.597	218.597	685.84
	1525	1	0.003	244.126	244.126	687.86
	1525	2	0.004	219.912	219.912	687.585
	1526	1	0.003	240.717	240.717	686.816
	1526	2	0.004	222.025	222.025	689.331
	1527	1	0.003	240.541	240.541	687.487
	1527	2	0.004	224.906	224.906	691.078
	1528	1	0.003	243.667	243.667	689.199
	1528	2	0.004	358.66	358.66	736.729
	1529	1	0.003	246.748	246.748	690.913
	1529	2	0.004	360.931	360.931	738.478
	1530	1	0.003	249.805	249.805	692.628
	1530	2	0.004	362.585	362.585	740.229
	1531	1	0.003	252.824	252.824	694.345
	1531	2	0.004	363.579	363.579	741.98
	1532	1	0.003	255.786	255.786	696.063
	1532	2	0.004	363.843	363.843	743.733
	1533	1	0.003	258.465	258.465	697.783
	1533	2	0.004	363.61	363.61	745.488
	1534	1	0.003	260.717	260.717	699.504
	1534	2	0.004	362.987	362.987	747.243
	1535	1	0.003	262.623	262.623	701.227
	1535	2	0.004	361.994	361.994	749
	1536	1	0.003	264.113	264.113	702.951
	1536	2	0.004	360.994	360.994	750.758
	1537	1	0.003	265.145	265.145	704.677
	1537	2	0.004	379.214	379.214	771.213
	1538	1	0.003	265.566	265.566	706.404
	1538	2	0.004	384.616	384.616	772.038
	1539	1	0.003	265.547	265.547	708.133
	1539	2	0.004	389.132	389.132	773.806
	1540	1	0.003	265.258	265.258	709.863
	1540	2	0.004	394.484	394.484	774.644
	1541	1	0.003	264.692	264.692	711.594
	1541	2	0.004	399.201	399.201	775.492
	1542	1	0.003	263.887	263.887	713.327
	1542	2	0.004	402.962	402.962	776.349
	1543	1	0.003	263.296	263.296	715.061
	1543	2	0.004	405.459	405.459	777.216
	1544	1	0.003	262.994	262.994	716.797
	1544	2	0.004	406.34	406.34	778.091
	1545	1	0.003	263.044	263.044	718.534
	1545	2	0.004	405.302	405.302	778.976
	1546	1	0.003	263.409	263.409	720.272
	1546	2	0.004	408.88	408.88	780.764
	1547	1	0.003	264.302	264.302	722.012
	1547	2	0.004	404.535	404.535	781.662
	1548	1	0.003	265.679	265.679	723.753
	1548	2	0.004	397.509	397.509	782.568
	1549	1	0.003	267.428	267.428	725.495
	1549	2	0.004	387.994	387.994	783.484
	1550	1	0.003	269.579	269.579	727.239
	1550	2	0.004	376.358	376.358	784.409
	1551	1	0.003	272.063	272.063	728.984
	1551	2	0.004	375.679	375.679	786.21
	1552	1	0.003	274.667	274.667	730.731
	1552	2	0.004	362.553	362.553	787.146
	1553	1	0.003	277.698	277.698	732.478
	1553	2	0.004	361.836	361.836	788.951
	1554	1	0.003	280.943	280.943	734.227
	1554	2	0.004	349.113	349.113	789.9
	1555	1	0.003	284.421	284.421	735.977
	1555	2	0.004	337.535	337.535	790.858
	1556	1	0.003	288.226	288.226	737.729
	1556	2	0.004	327.723	327.723	791.825
	1557	1	0.003	292.22	292.22	739.482
	1557	2	0.004	330.038	330.038	793.639
	1558	1	0.003	296.358	296.358	741.236
	1558	2	0.004	323	323	794.617
	1559	1	0.003	300.654	300.654	742.991
	1559	2	0.004	326.258	326.258	796.435
	1560	1	0.003	304.975	304.975	744.747
	1560	2	0.004	320.698	320.698	797.425
	1561	1	0.003	309.195	309.195	746.505
	1561	2	0.004	315.767	315.767	798.424
	1562	1	0.003	313.233	313.233	748.264
	1562	2	0.004	310.736	310.736	799.432
	1563	1	0.003	317.126	317.126	750.024
	1563	2	0.004	305.044	305.044	800.448
	1564	1	0.003	321.031	321.031	751.785
	1564	2	0.004	298.66	298.66	801.473
	1565	1	0.003	325.101	325.101	753.548
	1565	2	0.004	291.497	291.497	802.507
	1566	1	0.003	329.195	329.195	755.311
	1566	2	0.004	283.434	283.434	803.55
	1567	1	0.003	333.465	333.465	757.076
	1567	2	0.004	274.591	274.591	804.6
	1568	1	0.003	338.031	338.031	758.842
	1568	2	0.004	264.83	264.83	805.66
	1569	1	0.003	342.73	342.73	760.609
	1569	2	0.004	262.296	262.296	807.503
	1570	1	0.003	347.547	347.547	762.378
	1570	2	0.004	251.805	251.805	808.573
	1571	1	0.003	352.509	352.509	764.147
	1571	2	0.004	241.824	241.824	809.652
	1572	1	0.003	357.396	357.396	765.918
	1572	2	0.004	235.459	235.459	808.889
	1573	1	0.003	362.258	362.258	767.69
	1573	2	0.005	227.755	227.755	809.983
	1574	1	0.004	366.975	366.975	769.463
	1574	2	0.005	226.038	226.038	811.835
	1575	1	0.004	371.377	371.377	771.237
	1575	2	0.005	221.994	221.994	811.085
	1576	1	0.004	375.346	375.346	773.012
	1576	2	0.005	218.132	218.132	810.338
	1577	1	0.004	378.943	378.943	774.788
	1577	2	0.005	214.698	214.698	809.596
	1578	1	0.004	382.05	382.05	776.565
	1578	2	0.005	211.667	211.667	808.858
	1579	1	0.004	384.711	384.711	778.343
	1579	2	0.005	208.95	208.95	808.124
	1580	1	0.004	388.226	388.226	791.759
	1580	2	0.005	206.44	206.44	807.395
	1581	1	0.004	388.126	388.126	792.629
	1581	2	0.005	204.031	204.031	806.67
	1582	1	0.004	385.88	385.88	793.508
	1582	2	0.005	201.579	201.579	805.949
	1583	1	0.004	381.654	381.654	794.396
	1583	2	0.005	202.491	202.491	807.101
	1584	1	0.004	379.459	379.459	796.185
	1584	2	0.005	205.17	205.17	808.97
	1585	1	0.004	372.157	372.157	797.085
	1585	2	0.005	207.025	207.025	810.839
	1586	1	0.004	362.528	362.528	797.994
	1586	2	0.005	207.906	207.906	812.71
	1587	1	0.004	351.17	351.17	798.912
	1587	2	0.005	208.006	208.006	814.581
	1588	1	0.004	338.239	338.239	799.839
	1588	2	0.005	207.604	207.604	816.452
	1589	1	0.004	335.428	335.428	801.641
	1589	2	0.005	206.786	206.786	818.324
